val_EncDecLoss,val_ConceptLoss,val_DisentagleEmbedding,val_DisentagleConcepts,val_loss,epoch,step,train_EncDecLoss,train_ConceptLoss,train_DisentagleEmbedding,train_DisentagleConcepts,train_loss
0.13106507062911987,0.180524542927742,0.0004664896405301988,0.00011715676373569295,0.3121732771396637,55,3191,,,,,
,,,,,55,3191,0.10728226602077484,0.18470239639282227,3.844782986561768e-05,0.0001371671532979235,0.2921602129936218
0.12929819524288177,0.18056941032409668,0.0006372809293679893,0.0001879227493191138,0.31069278717041016,56,3248,,,,,
,,,,,56,3248,0.10725931078195572,0.18473750352859497,3.1208208383759484e-05,0.00012778239033650607,0.29215577244758606
0.11231660842895508,0.18097485601902008,0.00015623867511749268,0.00010223071149084717,0.29354989528656006,57,3305,,,,,
,,,,,57,3305,0.1072043851017952,0.18466816842556,3.0623399652540684e-05,0.00012720102677121758,0.29203036427497864
0.1703224629163742,0.18062253296375275,0.0008163184975273907,0.00013838353333994746,0.3518997132778168,58,3362,,,,,
,,,,,58,3362,0.10645129531621933,0.18475086987018585,2.8645870770560578e-05,0.0001349988451693207,0.2913658320903778
0.13397446274757385,0.18054716289043427,0.0009114305139519274,0.00013526505790650845,0.31556832790374756,59,3419,,,,,
,,,,,59,3419,0.10659573972225189,0.18467043340206146,2.8822734748246148e-05,0.00011168604396516457,0.29140669107437134
0.14566990733146667,0.1805967092514038,0.0012544036144390702,0.0002126585750374943,0.3277336657047272,60,3476,,,,,
,,,,,60,3476,0.10685943812131882,0.18465617299079895,2.9323640774236992e-05,0.00011704583448590711,0.29166197776794434
0.11532153189182281,0.18080826103687286,0.000627051224000752,0.00015353239723481238,0.29691043496131897,61,3533,,,,,
,,,,,61,3533,0.10648888349533081,0.1846906989812851,2.9243838071124628e-05,0.0001401097688358277,0.2913488745689392
0.17396847903728485,0.18091320991516113,0.0011699014576151967,0.00017696760187391192,0.3562285304069519,62,3590,,,,,
,,,,,62,3590,0.10639294236898422,0.1847177892923355,2.7667909307638183e-05,0.00012832588981837034,0.2912667393684387
0.1332995742559433,0.18048426508903503,0.0015793428756296635,0.00022364850156009197,0.31558680534362793,63,3647,,,,,
,,,,,63,3647,0.10696357488632202,0.1847073882818222,3.240105797885917e-05,0.0001033830048982054,0.29180675745010376
0.12133809924125671,0.18046221137046814,0.0003867030027322471,6.284138362389058e-05,0.30224984884262085,64,3704,,,,,
,,,,,64,3704,0.10730084776878357,0.18464718759059906,4.635948789655231e-05,0.0001391482219332829,0.29213353991508484
0.12958504259586334,0.1807832568883896,0.0004785544006153941,0.00011208277283003554,0.31095895171165466,65,3761,,,,,
,,,,,65,3761,0.10663057118654251,0.18468381464481354,3.634553650044836e-05,0.0001261204160982743,0.29147687554359436
0.14144136011600494,0.18070082366466522,0.000585339788813144,0.00013304251478984952,0.32286059856414795,66,3818,,,,,
,,,,,66,3818,0.10607390850782394,0.18467244505882263,2.2395104679162614e-05,9.079670417122543e-05,0.2908596098423004
0.11245200783014297,0.18078956007957458,0.0001410792610840872,0.0001170106406789273,0.2934996485710144,67,3875,,,,,
,,,,,67,3875,0.1063557118177414,0.18480397760868073,2.614761069708038e-05,0.00010496970207896084,0.29129084944725037
0.18346157670021057,0.1807604432106018,0.0016216554213315248,0.00013640191173180938,0.3659800887107849,68,3932,,,,,
,,,,,68,3932,0.10652051866054535,0.18472152948379517,2.690188557608053e-05,0.00011187316704308614,0.2913808524608612
0.17855675518512726,0.18067266047000885,0.001327300677075982,0.00010867786477319896,0.3606654107570648,69,3989,,,,,
,,,,,69,3989,0.1069427952170372,0.18460501730442047,3.108200689894147e-05,9.415474050911143e-05,0.29167309403419495
0.13547731935977936,0.180908665060997,0.0007776824641041458,0.00011493232887005433,0.31727859377861023,70,4046,,,,,
,,,,,70,4046,0.10663904249668121,0.1846536546945572,3.256867785239592e-05,0.00011703062045853585,0.29144227504730225
0.14039327204227448,0.1806221306324005,0.0009426184697076678,0.00016854933346621692,0.3221265971660614,71,4103,,,,,
,,,,,71,4103,0.1066351905465126,0.1847129464149475,3.2851567084435374e-05,0.00012264207180123776,0.2915036380290985
0.1271999329328537,0.1804799884557724,0.0006111875409260392,0.00016935683379415423,0.30846044421195984,72,4160,,,,,
,,,,,72,4160,0.10605458170175552,0.18468600511550903,2.880895226553548e-05,0.00010434472642373294,0.29087376594543457
0.1503114253282547,0.1807498037815094,0.0011634585680440068,0.00017006360576488078,0.3323947489261627,73,4217,,,,,
,,,,,73,4217,0.10636033862829208,0.18463364243507385,2.7278099878458306e-05,9.87423918559216e-05,0.29111993312835693
0.12442150712013245,0.18069052696228027,0.0016512882430106401,0.00022531251306645572,0.3069886565208435,74,4274,,,,,
,,,,,74,4274,0.10647019743919373,0.1846267431974411,2.8573829695233144e-05,0.00010009560355683789,0.2912256121635437
0.11313188821077347,0.1805373579263687,0.00025162860401906073,8.432348113274202e-05,0.2940051555633545,75,4331,,,,,
,,,,,75,4331,0.10622551292181015,0.18460699915885925,2.426867649774067e-05,8.131640788633376e-05,0.29093804955482483
0.1653774529695511,0.18072476983070374,0.004611166659742594,0.000310008879750967,0.3510233759880066,76,4388,,,,,
,,,,,76,4388,0.10639777034521103,0.18466156721115112,2.659491656231694e-05,9.024923201650381e-05,0.2911761701107025
0.11942977458238602,0.1805470585823059,0.00026434799656271935,0.000154303023009561,0.30039548873901367,77,4445,,,,,
,,,,,77,4445,0.10608994215726852,0.1846739649772644,2.7468562620924786e-05,0.00010224348807241768,0.2908935546875
0.1651589721441269,0.18053947389125824,0.0012673488818109035,0.00011718328460119665,0.3470829427242279,78,4502,,,,,
,,,,,78,4502,0.10645031929016113,0.1846533566713333,3.3131753298221156e-05,9.348672756459564e-05,0.29123032093048096
0.13512907922267914,0.18065360188484192,0.0006868111668154597,0.0001115337508963421,0.3165810704231262,79,4559,,,,,
,,,,,79,4559,0.10658767819404602,0.18464145064353943,2.916120683948975e-05,9.497087012277916e-05,0.29135316610336304
0.1751161813735962,0.18060415983200073,0.0033427542075514793,0.0003599886258598417,0.35942307114601135,80,4616,,,,,
,,,,,80,4616,0.10625000298023224,0.18471521139144897,2.920592305599712e-05,9.812606731429696e-05,0.29109254479408264
0.11279703676700592,0.18074621260166168,0.00015402286953758448,0.00010226014273939654,0.293799489736557,81,4673,,,,,
,,,,,81,4673,0.10609105229377747,0.1846616417169571,2.654084710229654e-05,8.178490679711103e-05,0.29086098074913025
0.12655895948410034,0.18079045414924622,0.00034803073504008353,0.00010036192543338984,0.3077978193759918,82,4730,,,,,
,,,,,82,4730,0.10571880638599396,0.1846514344215393,2.4901395590859465e-05,9.239332575816661e-05,0.29048749804496765
0.10861653834581375,0.18075090646743774,0.0006697530043311417,0.00016774176037870347,0.2902049422264099,83,4787,,,,,
,,,,,83,4787,0.10640805214643478,0.1847372204065323,3.193888915120624e-05,0.00010441242920933291,0.29128164052963257
0.12895262241363525,0.18060971796512604,0.0005727028474211693,0.00011379393981769681,0.31024885177612305,84,4844,,,,,
,,,,,84,4844,0.10673169791698456,0.1846488118171692,3.414947786950506e-05,8.745564991841093e-05,0.29150205850601196
0.11880364269018173,0.1803986132144928,0.0018778726225718856,0.00036747200647369027,0.3014476001262665,85,4901,,,,,
,,,,,85,4901,0.10572332888841629,0.1846010386943817,2.5915544028976e-05,8.507144229952246e-05,0.2904353439807892
0.11935941129922867,0.1806768774986267,0.0013523079687729478,0.00024899234995245934,0.3016376197338104,86,4958,,,,,
,,,,,86,4958,0.10622389614582062,0.1845240741968155,2.6206924303551205e-05,7.954207103466615e-05,0.29085367918014526
0.1135183796286583,0.18048112094402313,0.00016377028077840805,7.137125066947192e-05,0.29423466324806213,87,5015,,,,,
,,,,,87,5015,0.10632305592298508,0.18474853038787842,2.9515727874240838e-05,0.00010236984235234559,0.29120346903800964
0.11333595216274261,0.18062834441661835,0.00018096299027092755,9.829484770307317e-05,0.29424357414245605,88,5072,,,,,
,,,,,88,5072,0.106302410364151,0.1846006214618683,2.818089342326857e-05,7.209622708614916e-05,0.2910032272338867
0.12352827936410904,0.18040353059768677,0.0007273002993315458,0.0001316762645728886,0.30479076504707336,89,5129,,,,,
,,,,,89,5129,0.10562100261449814,0.18462039530277252,2.5140054276562296e-05,8.57853374327533e-05,0.2903522551059723
0.1251312792301178,0.18064294755458832,0.00021723764075431973,6.209672574186698e-05,0.3060535788536072,90,5186,,,,,
,,,,,90,5186,0.10558677464723587,0.1846432387828827,2.41466004808899e-05,8.157531556207687e-05,0.2903357148170471
0.12204768508672714,0.18046192824840546,0.000660526507999748,0.00012639023771043867,0.3032965362071991,91,5243,,,,,
,,,,,91,5243,0.1061604917049408,0.18457242846488953,2.8287562599871308e-05,6.774915527785197e-05,0.2908288836479187
0.1702793836593628,0.18059222400188446,0.004087886773049831,0.0006394595839083195,0.35559895634651184,92,5300,,,,,
,,,,,92,5300,0.10587162524461746,0.1846960037946701,2.8663060220424086e-05,6.79434888297692e-05,0.2906642258167267
0.11308077722787857,0.18075887858867645,0.0002203355688834563,0.0001723260065773502,0.2942323386669159,93,5357,,,,,
,,,,,93,5357,0.10614696145057678,0.18463651835918427,2.8608283173525706e-05,8.88709764694795e-05,0.29090091586112976
0.12520138919353485,0.18064627051353455,0.0004211857740301639,8.306765084853396e-05,0.306351900100708,94,5414,,,,,
,,,,,94,5414,0.10589858144521713,0.18459908664226532,2.570144170022104e-05,9.33368646656163e-05,0.2906166911125183
0.12905855476856232,0.18053694069385529,0.0004767540085595101,8.934185461839661e-05,0.3101615905761719,95,5471,,,,,
,,,,,95,5471,0.105520099401474,0.18461956083774567,2.5944056687876582e-05,6.679584475932643e-05,0.29023241996765137
0.1654810905456543,0.18048521876335144,0.0009838069090619683,0.00013019061589147896,0.3470803201198578,96,5528,,,,,
,,,,,96,5528,0.10584645718336105,0.1847151219844818,2.943872459582053e-05,7.222418207675219e-05,0.2906632423400879
0.13062500953674316,0.18068569898605347,0.0007856563897803426,0.0001332456013187766,0.31222960352897644,97,5585,,,,,
,,,,,97,5585,0.1058049350976944,0.1845884770154953,2.9211170840426348e-05,6.924226909177378e-05,0.29049187898635864
0.12619277834892273,0.18059386312961578,0.00036710273707285523,0.00014879213995300233,0.3073025643825531,98,5642,,,,,
,,,,,98,5642,0.10609832406044006,0.18466241657733917,3.161556742270477e-05,8.075727964751422e-05,0.29087314009666443
0.12326618283987045,0.18053072690963745,0.00045812680036760867,0.00015211079153232276,0.30440714955329895,99,5699,,,,,
,,,,,99,5699,0.10602996498346329,0.18461987376213074,3.291165558039211e-05,0.0001015928210108541,0.29078438878059387
0.11242743581533432,0.1805928498506546,0.00014892424223944545,0.00010372207907494158,0.2932729721069336,100,5756,,,,,
,,,,,100,5756,0.10576467216014862,0.1846073865890503,3.3239506592508405e-05,8.308263932121918e-05,0.2904883921146393
0.12519003450870514,0.18040332198143005,0.0004677096731029451,9.732934995554388e-05,0.3061583936214447,101,5813,,,,,
,,,,,101,5813,0.1051892414689064,0.18455544114112854,3.877995550283231e-05,7.395318243652582e-05,0.2898573875427246
0.11744200438261032,0.18054421246051788,0.0011004291009157896,0.0001412043784512207,0.29922783374786377,102,5870,,,,,
,,,,,102,5870,0.11223027855157852,0.18478180468082428,0.0003835872339550406,0.0002890275209210813,0.2976846396923065
0.12066742032766342,0.18066060543060303,0.0006156548042781651,9.746007708599791e-05,0.3020411431789398,103,5927,,,,,
,,,,,103,5927,0.10953313857316971,0.18474449217319489,0.00012082084140274674,0.0001090934601961635,0.29450756311416626
0.1123318076133728,0.18053463101387024,0.0004217837704345584,0.00010960950021399185,0.29339781403541565,104,5984,,,,,
,,,,,104,5984,0.10894131660461426,0.18464355170726776,0.00010312721860827878,0.00010160971578443423,0.29378968477249146
0.12028317898511887,0.1806260645389557,0.00042853120248764753,6.0555164964171126e-05,0.30139830708503723,105,6041,,,,,
,,,,,105,6041,0.10797308385372162,0.18455937504768372,8.037791849346831e-05,7.973293395480141e-05,0.2926926016807556
0.11711479723453522,0.1805785745382309,0.0005622511962428689,7.196134538389742e-05,0.2983275353908539,106,6098,,,,,
,,,,,106,6098,0.1077241376042366,0.1846143752336502,6.709456647513434e-05,7.22839540685527e-05,0.29247796535491943
0.11599534004926682,0.18067000806331635,0.00035447697155177593,0.00011408927093725652,0.2971339225769043,107,6155,,,,,
,,,,,107,6155,0.10728323459625244,0.1846400946378708,6.27356639597565e-05,7.954458124004304e-05,0.2920656204223633
0.12215390056371689,0.18044209480285645,0.0005491393385455012,8.265091310022399e-05,0.3032277822494507,108,6212,,,,,
,,,,,108,6212,0.10678573697805405,0.18461723625659943,6.954450509510934e-05,9.765551658347249e-05,0.2915702164173126
0.11990324407815933,0.1805475652217865,0.0005691226106137037,7.658648246433586e-05,0.3010965585708618,109,6269,,,,,
,,,,,109,6269,0.10614679753780365,0.18455487489700317,5.264512219582684e-05,7.769457442918792e-05,0.2908320426940918
0.11287778615951538,0.18085238337516785,0.00019813624385278672,6.019135253154673e-05,0.2939884662628174,110,6326,,,,,
,,,,,110,6326,0.10654108226299286,0.1846192628145218,5.0214908696943894e-05,6.659161590505391e-05,0.291277140378952
0.11380104720592499,0.1804811805486679,0.00031202498939819634,6.686634878860787e-05,0.29466113448143005,111,6383,,,,,
,,,,,111,6383,0.10604987293481827,0.184556782245636,3.739900057553314e-05,5.74079058424104e-05,0.2907014489173889
0.10924243927001953,0.18056419491767883,0.00014739840116817504,6.259198562474921e-05,0.2900165915489197,112,6440,,,,,
,,,,,112,6440,0.10582536458969116,0.18458379805088043,4.030492345918901e-05,5.533892544917762e-05,0.2905048429965973
0.12421771883964539,0.18059077858924866,0.0006027620402164757,6.390401540556923e-05,0.3054751753807068,113,6497,,,,,
,,,,,113,6497,0.10554129630327225,0.18456310033798218,4.0915849240263924e-05,5.7267949159722775e-05,0.29020261764526367
0.11396250873804092,0.18042778968811035,0.00028100746567361057,5.672308907378465e-05,0.29472804069519043,114,6554,,,,,
,,,,,114,6554,0.10557523369789124,0.18452982604503632,3.387686228961684e-05,5.551012509386055e-05,0.29019445180892944
0.12029856443405151,0.18056483566761017,0.00023123598657548428,5.1825169066432863e-05,0.3011464476585388,115,6611,,,,,
,,,,,115,6611,0.10570823401212692,0.18456782400608063,3.599731280701235e-05,5.867050640517846e-05,0.2903706729412079
0.11076626926660538,0.18040022253990173,0.00018224577070213854,4.385751890367828e-05,0.29139265418052673,116,6668,,,,,
,,,,,116,6668,0.10535304993391037,0.18455761671066284,3.467367423581891e-05,4.756702037411742e-05,0.2899928689002991
0.12006457149982452,0.1804092824459076,0.0004849933320656419,6.824797310400754e-05,0.3010271191596985,117,6725,,,,,
,,,,,117,6725,0.10576934367418289,0.18462932109832764,3.325215948279947e-05,5.3944906539982185e-05,0.2904858887195587
0.11281011253595352,0.1804300993680954,0.00016665855946484953,7.59793765610084e-05,0.29348286986351013,118,6782,,,,,
,,,,,118,6782,0.105720654129982,0.18463324010372162,3.444296453380957e-05,6.811378261772916e-05,0.2904564142227173
0.11408194899559021,0.1804947555065155,0.00023867403797339648,4.513393287197687e-05,0.29486051201820374,119,6839,,,,,
,,,,,119,6839,0.1050795316696167,0.18456025421619415,2.9312675906112418e-05,5.859769953531213e-05,0.28972771763801575
